股票代码,股票名称,当前价格,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SZ000780,*ST平能,4.18,0.2,5.03,15.79,17605484,73089963.45,1.74,,0,4239800434
SH600238,ST椰岛,8.56,0.41,5.03,-1.83,661101,5659025,0.15,,0,3836592000
SZ002638,*ST勤上,1.67,0.08,5.03,4.37,22007079,35882394.71,2.25,,0,2536204909
SH600399,ST抚钢,15.25,0.73,5.03,2.35,34793644,524228797,1.76,56.468,0,30074525000
SZ002192,*ST融捷,46.42,2.21,5,13.22,11002403,508463417.8,4.25,,0,12053194523
SH600671,*ST目药,7.56,0.36,5,-12.2,749386,5612058,0.62,19.085,0,920648371
SH600877,ST电能,12.2,0.58,4.99,41.7,12680841,152680635,1.85,86.788,0,10030372679
SH600741,华域汽车,30.99,1.47,4.98,7.53,22785893,699110703,0.72,21.063,2.743,97702916264
SZ200030,富奥B,3.59,0.17,4.97,2.57,679540,2417868.04,1.42,5.6,5.168,6499882078
SH600280,*ST中商,2.54,0.12,4.96,6.72,3651202,9274053,0.32,,0,2916770575
SZ300089,文化长城,5.98,0.28,4.91,1.01,8641406,51030878.64,3.07,,0,2876720083
SZ002738,中矿资源,29.4,1.37,4.89,11.07,18605660,537086509.13,7.52,79.748,0.153,9104121041
SH600157,ST永泰,1.51,0.07,4.86,12.69,12585662,19004350,0.06,161.681,0,33548823859
SH600243,*ST海华,3.24,0.15,4.85,16.55,4037514,12903410,0.92,,0,1421874000
SH603833,欧派家居,136.4,6.3,4.84,1.41,2456995,333469846,0.41,42.924,0.558,82048951433
SZ300726,宏达电子,80.29,3.7,4.83,10.97,5621681,447821005.83,2.79,82.563,0.374,32124029000
SZ300748,金力永磁,39.03,1.8,4.83,7.4,18050947,686972667.74,6.99,79.947,0.28,16235572513
SZ002416,爱施德,14.1,0.65,4.83,89.01,180910522,2449191930.82,14.8,33.769,1.418,17473873465
SH600660,福耀玻璃,56.12,2.58,4.82,16.8,26679992,1489598117,1.33,61.888,1.336,140783615896
SZ002459,晶澳科技,39.07,1.79,4.8,-4.05,17233839,666448096.44,4.45,33.757,0,62329641752
SZ000970,中科三环,10.48,0.48,4.8,10.9,52702634,543777057.2,4.95,103.795,0.477,11163296000
SH603916,苏博特,25.37,1.16,4.79,10.45,4108163,101328297,1.19,21.893,1.049,8886028513
SH601965,中国汽研,18.83,0.85,4.73,27.14,18369439,336395744,1.9,35.742,1.328,18613938310
SZ300118,东方日升,25.44,1.15,4.73,-11.76,47622879,1206701358.78,7.54,27.368,0.786,22930596899
SZ300888,稳健医疗,184.68,8.32,4.72,11.25,3686967,679227422.97,8.4,23.927,,78764599441
SZ300685,艾德生物,82.9,3.74,4.72,5.94,4049940,329083429.92,1.86,120.38,0.201,18387883200
SZ002612,朗姿股份,23.33,1.05,4.71,-5.28,51827533,1233919230.56,19.83,,0.514,10322250599
SH603989,艾华集团,26.04,1.17,4.7,-2.84,4029485,103552403,1.02,26.591,1.136,10318612119
SH600311,*ST荣华,1.56,0.07,4.7,-6.02,9714739,14877458,1.46,,0,1038336000
SH603348,文灿股份,27.01,1.21,4.69,-1.42,5993810,160275600,5.94,71.398,0.497,6989329244
SH603960,克来机电,41.1,1.84,4.69,-12.46,5770081,235468784,2.24,85.05,0.28,10724818950
SH603882,金域医学,139.2,6.22,4.68,8.65,7726796,1066915437,1.68,56.194,0.097,63960670718
SZ002575,*ST群兴,3.81,0.17,4.67,9.48,5430800,20705387,0.92,,0,2357323200
SH603177,德创环保,9.42,0.42,4.67,5.25,3084300,28490021,1.53,,0,1902840000
SH601208,东材科技,12.14,0.54,4.66,16.28,11348500,136237841,1.85,48.114,0,7606936140
SH688122,西部超导,67.58,3.01,4.66,-15,5621466,378530561,1.81,93.701,0.399,29821161760
SZ002405,四维图新,16.51,0.73,4.63,15.7,86940913,1414054620.84,4.54,268.796,0.109,32378282056
SZ000045,深纺织A,7.47,0.33,4.62,4.18,7103574,52131722.51,1.55,134.35,0,3793058924
SZ002685,华东重机,4.31,0.19,4.61,6.16,34836879,150256906.98,4.39,15.411,1.16,4343146663
SZ002984,森麒麟,26.38,1.16,4.6,4.59,6389339,166148221.59,9.26,18.451,0.629,17138266637
SZ000762,西藏矿业,17.09,0.75,4.59,31.66,47890439,796597908.78,9.2,139.745,0,8900800812
SZ002001,新和成,41.05,1.79,4.56,21.88,28281317,1144036708.8,1.33,25.916,1.218,88202587415
SZ300484,蓝海华腾,14.48,0.63,4.55,-10.17,10326484,146663940.32,7.06,,0,3011840000
SH688300,联瑞新材,45.12,1.96,4.54,-3.65,755244,33544576,1.48,42.089,,3879119808
SZ300928,华安鑫创,57.9,2.51,4.53,52.17,4697132,273649103.66,23.49,60.408,,4632000000
SZ300473,德尔股份,20.1,0.87,4.52,-10.07,2921301,58271612.1,2.61,,0.597,2289693932
SH600126,杭钢股份,5.79,0.25,4.51,9.45,37563222,213714030,1.11,22.871,2.073,19553924791
SZ002408,齐翔腾达,9.8,0.42,4.48,17.22,57908906,560950768.66,3.34,19.684,0.816,17397050679
SH603787,新日股份,30.4,1.3,4.47,2.74,4467640,136377172,2.19,59.011,0.395,6201600000
SZ300149,睿智医药,14.78,0.63,4.45,0.34,7833381,114939881.56,1.94,52.367,0,7386702464
SH603806,福斯特,88.93,3.78,4.44,4.13,5769479,509203092,0.75,55.375,0.42,68436292442
SZ002080,中材科技,27.27,1.16,4.44,12.78,22473586,601507088.39,1.34,23.969,0.953,45762430136
SZ300142,沃森生物,36.8,1.55,4.4,-4.56,50577654,1827368120.69,3.41,124.265,0.054,56799033011
SH600888,新疆众和,5.71,0.24,4.39,-5.46,36994341,211705513,3.99,23.25,1.051,5851067834
SZ300760,迈瑞医疗,444.55,18.64,4.38,4.35,4958191,2189150124.86,0.99,84.806,0.337,540435552300
SZ002245,蔚蓝锂芯,11.93,0.5,4.37,-8.09,81643328,971321712.19,8.77,60.346,0.124,11917279065
SZ300101,振芯科技,20.4,0.85,4.35,26.55,45980176,907782641.42,8.35,240.618,0,11369736000
SZ300718,长盛轴承,18.46,0.77,4.35,1.6,3639366,66118495.74,4.44,25.84,1.192,3655080000
SZ300500,启迪设计,12.52,0.52,4.33,-5.08,3207310,39729610.36,2.03,17.364,0.799,2184491929
SH600486,扬农化工,148.24,6.14,4.32,12.3,2112700,308684082,0.68,40.894,0.438,45939413974
SH600110,诺德股份,11.37,0.47,4.31,22.92,65621231,733079726,5.7,,0,15886944153
SH600890,中房股份,4.12,0.17,4.3,-13.81,35943988,147049942,6.21,83.886,0,2386283091
SZ300227,光韵达,12.39,0.51,4.29,14.83,50108729,617363924.53,13.7,63.062,0.106,5895333763
SH688139,海尔生物,69.98,2.87,4.28,7.18,1747296,119410514,0.96,69.091,,22188681625
SZ000893,亚钾国际,8.84,0.36,4.25,5.36,8089941,70240903.79,2.02,266.412,0,6691024924
SH600896,览海医疗,4.18,0.17,4.24,3.98,9151371,37872085,1.05,,0,4283686651
SH603520,司太立,72.22,2.94,4.24,9.71,4253357,303822419,1.81,76.452,0.332,17687020539
SZ300283,温州宏丰,5.42,0.22,4.23,-3.39,18169300,96605195.96,6.98,85.046,0.227,2369001947
SZ300926,博俊科技,30.14,1.22,4.22,180.11,13592552,398686249.6,40.34,54.789,,4283900676
SZ000923,河钢资源,25.93,1.05,4.22,4.18,10548915,271040289.96,1.68,23.088,0.386,16925261959
SZ300797,钢研纳克,16.09,0.65,4.21,0.31,5372600,85554877,7.04,67.366,0.174,3993538000
SH603378,亚士创能,46.8,1.89,4.21,9.58,5753683,271210517,2.95,35.587,0.363,9648911797
SH600835,上海机电,22.5,0.91,4.21,15.62,12706823,282287018,1.58,21.051,1.644,23011634430
SH603486,科沃斯,114,4.59,4.2,28.83,5324676,600228767,2.96,238.643,0,64337669850
SZ300671,富满电子,45.65,1.83,4.18,5.04,12292418,552497095.8,7.85,97.222,0,7196985672
SZ300064,ST金刚,3.25,0.13,4.17,-40.69,162309358,547884886.02,23.31,,0,3917798934
SZ300735,光弘科技,14.75,0.59,4.17,8.06,16148619,235905796.45,2.14,27.497,1.453,11425661520
SH605088,冠盛股份,18.32,0.73,4.15,-14.51,3167880,58110997,7.92,23.224,1.638,2931200000
SH605376,博迁新材,42.7,1.7,4.15,-9.15,9206095,374388091,14.08,74.672,,11170320000
SZ002506,协鑫集成,4.55,0.18,4.12,7.06,194515757,859521214.25,3.83,,0,23122835190
SZ000786,北新建材,51.39,2.03,4.11,28.31,15132938,764130590.29,0.9,35.327,0.16,86823808000
SH603616,韩建河山,5.59,0.22,4.1,-4.61,5978300,32832243,2.04,,0,1639882400
SZ300211,亿通科技,7.88,0.31,4.1,19.21,8272201,63839661.26,2.79,223.924,1.269,2385086667
SZ300919,中伟股份,90.57,3.57,4.1,10.83,5532648,494581689.79,12.92,153.379,,51593200500
SZ000049,德赛电池,72.79,2.86,4.09,7.68,7664964,552877858.79,3.73,28.371,0.962,15081923349
SZ000758,中色股份,4.85,0.19,4.08,-4.53,47957855,228739271.87,2.44,,0,9551485356
SZ002355,兴民智通,4.86,0.19,4.07,-2.21,11877471,57317733.86,2.08,,0.041,3015972144
SH688389,普门科技,20.22,0.79,4.07,-3.71,1754818,34942332,1.13,67.024,,8536884000
SZ002240,盛新锂能,23,0.9,4.07,-5.89,40259524,911660185.59,5.78,,0,17243308334
SZ300278,华昌达,4.36,0.17,4.06,-6.24,31917647,138404766.69,7.86,,0,2603719676
SZ002977,天箭科技,127.99,4.99,4.06,-8.05,1751298,220916733.36,9.78,119.927,0.156,9151285000
SZ300569,天能重工,14.7,0.57,4.03,-8.07,27993393,429042473.28,11.13,15.36,2.241,5760439902
SH688198,佰仁医疗,91.65,3.53,4.01,18.01,364776,33210491,1.6,122.393,,8798400000
SH600501,航天晨光,11.2,0.43,3.99,8.11,17504033,194680145,4.15,33.447,0,4718376320
SZ300611,美力科技,9.41,0.36,3.98,-4.08,6212056,57404456.52,5.1,64.898,0.531,1683924676
SH605198,德利股份,21.47,0.82,3.97,-5.21,3539400,77187659,17.7,45.635,,7885931000
SH603002,宏昌电子,5.24,0.2,3.97,-1.13,14337685,74785768,2.33,43.657,0.808,4791829670
SZ000860,顺鑫农业,69.63,2.65,3.96,-4.01,8420213,575631826.85,1.14,89.348,0.215,51649235444
SZ002539,云图控股,8.42,0.32,3.95,13.94,28020887,232276171.88,4.27,21.231,1.781,8505042000
SZ300702,天宇股份,87.52,3.32,3.94,-6.4,1948829,168753918.14,1.85,23.524,0.538,16921251056
SZ300532,今天国际,9.53,0.36,3.93,-3.54,7299713,69568121.92,4.46,39.655,0.629,2603853386
SZ200725,京东方B,4.23,0.16,3.93,28.57,10602812,45051698,1.13,48.289,0.514,147197226767
SZ002745,木林森,15.64,0.59,3.92,7.2,45216935,700270291.28,4.8,47.213,0.825,23212362480
SZ002297,博云新材,8.02,0.3,3.89,5.53,29101923,230325807.76,6.19,,0,3779946661
SZ000901,航天科技,10.69,0.4,3.89,6.37,33299004,353697091.32,4.37,1501.652,0.12,8532773030
SZ002920,德赛西威,125.7,4.7,3.88,49.39,6540934,803334962.68,1.19,147.808,0.159,69135000000
SH603727,博迈科,15.55,0.58,3.87,-2.08,3881524,61554059,1.66,40.163,0.643,3641722174
SZ300727,润禾材料,33.8,1.26,3.87,6.79,20645057,674951964.06,18.33,86.982,0.473,4288544000
SH600176,中国巨石,23.37,0.87,3.87,17.08,63182442,1478810022,1.8,44.011,0.826,81848911061
SZ300067,安诺其,4.31,0.16,3.86,-2.93,23478759,99884976.02,3.61,32.891,1.853,4016701362
SZ000777,中核科技,13.74,0.51,3.85,4.09,10571727,144663366.73,2.76,53.698,0.779,5268157728
SZ300360,炬华科技,8.9,0.33,3.85,-0.11,8296980,72988479.25,1.91,14.232,1.729,4489045421
SH603185,上机数控,145.98,5.41,3.85,5.44,5921774,851898768,8.05,96.224,0.158,36177885164
SZ002858,力盛赛车,11.09,0.41,3.84,3.84,5420800,59139378,5.68,1809.655,0,1400888800
SH688006,杭可科技,86.01,3.17,3.83,3.59,2980437,257761990,3.13,110.006,,34490010000
SZ002841,视源股份,107.56,3.97,3.83,-6.49,1543502,164479393.06,0.39,44.859,0.684,71853409627
SZ300318,博晖创新,10.88,0.4,3.82,-9.03,35775616,384539005.23,4.85,2579.067,0,8887877386
SH603087,甘李药业,157.8,5.8,3.82,19.35,2812826,438706500,5,74.338,0.226,88611012000
SH603966,法兰泰克,15.3,0.56,3.8,-0.46,5218422,79184795,2.49,22.609,0.654,3227987880
SH900939,汇丽B,0.876,0.032,3.79,12.16,1342301,1187790,1.53,64.037,0,158994000
SZ300035,中科电气,11.25,0.41,3.78,-8.16,26809562,304193097.64,5.27,51.03,0.533,7229056770
SZ300554,三超新材,18.92,0.69,3.78,-16.32,8088540,153418466.15,14.47,83.226,0.106,1770912000
SZ300920,润阳科技,42.35,1.54,3.77,8.92,2862248,120213938.47,12.07,34.153,0,4235000000
SZ300747,锐科激光,94.45,3.43,3.77,7.5,5280674,482082710.74,3.46,120.929,0.096,27201600000
SZ300787,海能实业,39.79,1.44,3.75,-4.42,2501934,98764794,5.02,37.43,0.838,5066062800
SH603208,江山欧派,112.19,4.04,3.74,6.59,1110855,124893751,1.06,29.925,0.686,11786780015
SH603298,杭叉集团,20.26,0.73,3.74,-3.57,8598610,174084850,0.99,22.132,1.234,17553179962
SH688208,道通科技,75.97,2.72,3.71,10.89,783956,58322915,1.63,83.677,,34186500000
SZ300454,深信服,290,10.37,3.71,16.93,1823947,528026624.63,0.85,232.833,0.065,120006793120
SH603896,寿仙谷,37.18,1.33,3.71,5.84,1883307,69236749,1.28,41.101,0.9,5503033030
SH603129,春风动力,187.26,6.66,3.69,7.5,1362433,252398164,1.02,74.8,0.214,25163661732
SH603977,国泰集团,7.02,0.25,3.69,-0.43,4606834,32174282,1.06,22.385,1.221,3872102671
SZ002177,御银股份,6.19,0.22,3.69,14.21,88781893,535222552.24,11.66,63.118,0,4711774110
SZ300701,森霸传感,30.59,1.08,3.66,5.26,2633200,80085172.5,2.19,25.794,0.681,3670800000
SH688598,金博股份,190.03,6.7,3.65,-12.14,1325623,251805614,6.92,125.315,,15202400000
SH600722,金牛化工,3.99,0.14,3.64,-14.19,15189409,60492231.73,2.23,165.159,0,2714475507
SH603617,君禾股份,10,0.35,3.63,0.4,2968605,29401854,1.5,22.286,1.143,1994602070
SZ002782,可立克,13.72,0.48,3.63,3.47,6714794,91274437,1.58,46.872,0.651,6543633634
SZ300239,东宝生物,5.46,0.19,3.61,-8.39,17524950,94715675.5,3.47,126.871,0.55,2849083190
SH600516,方大炭素,7.75,0.27,3.61,9.62,171879777,1329403596,4.52,61.035,0,29496270352
SZ300134,大富科技,10.65,0.37,3.6,3.1,13852816,146716008.56,1.94,,0,8173853764
SZ000680,山推股份,4.03,0.14,3.6,7.18,60609769,241924087.95,5.73,126.118,0,5000374072
SH600999,招商证券,26.07,0.9,3.58,11.7,71183084,1838711547,0.96,23.301,1.242,226718453832
SZ002288,超华科技,10.13,0.35,3.58,33.64,44017499,443887128.09,5.5,,0,9437551127
SZ300661,圣邦股份,325.22,11.24,3.58,23.28,2358113,757584827.67,1.52,193.317,0.102,50873214307
SZ300541,先进数通,16.26,0.56,3.57,-5.13,16899885,286247143.68,9.08,33.031,0.331,3834173577
SH600458,时代新材,8.49,0.29,3.54,-0.24,15112200,125927194,1.88,34.801,0.294,6815756310
SZ000913,钱江摩托,28.44,0.97,3.53,11.14,4927512,138430530.94,1.09,68.488,1.547,12898563840
SH688699,明微电子,62.1,2.12,3.53,12.56,1532084,93947889,9.06,56.447,,4618252800
SZ002262,恩华药业,16.75,0.57,3.52,4.88,11723396,196312458.38,1.33,23.64,0.604,16878353441
SH688063,派能科技,290.38,9.88,3.52,12.28,3056958,872255244,8.5,166.413,,44963755493
SZ300413,芒果超媒,85.49,2.89,3.5,17.92,9435516,799393693.28,1.01,84.86,0.117,152204473415
SZ300034,钢研高纳,31.62,1.07,3.5,-12.04,11143008,348589585.11,2.59,93.606,0.379,14857011650
SH600805,悦达投资,4.15,0.14,3.49,-7.78,13950791,57529864,1.64,,0,3531212150
SZ002453,华软科技,6.54,0.22,3.48,12.95,20750019,133459183.98,3.63,,0,5090828325
SZ300820,英杰电气,44.38,1.49,3.47,-17.51,1735400,76739375.5,7.3,46.549,0.751,4216543800
SH900925,机电B股,1.642,0.055,3.47,10.5,1558227,2538072,0.72,9.941,3.161,1679337944
SH600010,包钢股份,1.2,0.04,3.45,2.56,759675282,894104449,2.4,,0,54702039178
SH600272,开开实业,6.94,0.23,3.43,-2.25,2513310,17131259,1.57,127.023,0.403,1686420000
SZ300751,迈为股份,530.5,17.6,3.43,-21.64,970772,510534226.84,3.36,81.53,0.189,27586000000
SH600436,片仔癀,293.2,9.7,3.42,9.6,3476342,1008052542,0.58,110.956,0.28,176892605972
SZ002882,金龙羽,8.85,0.29,3.39,-3.49,1887943,16551903.55,0.77,19.486,3.39,3831165000
SH605188,国光连锁,9.19,0.3,3.37,-7.82,5264829,48314907,10.62,43.985,0,4554380200
SZ000338,潍柴动力,19.38,0.63,3.36,22.74,121387852,2364833899.02,2.86,16.8,1.476,153758476085
SZ300655,晶瑞股份,35.35,1.15,3.36,3.48,20135870,743380981.47,12.9,92.44,0.282,6671813994
SH603808,歌力思,14.24,0.46,3.34,7.88,7552335,106813701,2.27,11.197,1.756,4735022301
SZ002968,新大正,55.8,1.8,3.33,12.61,517211,28500922.25,1.11,51.362,0.741,5996491200
SH603898,好莱客,15.87,0.51,3.32,-1.55,1603942,25372327,0.52,17.443,2.288,4939958610
SH600071,凤凰光学,16.79,0.54,3.32,47.15,11983460,195256107,5.05,622.708,0,4727625596
SZ300628,亿联网络,82.17,2.64,3.32,12.38,5018238,401841231.41,1.05,58.846,0.727,74157401162
SH688181,八亿时空,56.93,1.83,3.32,6.07,1081255,60805014,1.45,35.478,,5492208687
SH600366,宁波韵升,6.25,0.2,3.31,-2.04,32975247,202331300,3.33,42.883,0.64,6181960756
SZ300713,英可瑞,20.42,0.65,3.29,-5.68,11148772,224173902.64,13.85,,0,2928993750
SZ300617,安靠智电,53.17,1.69,3.28,6.92,2609510,138377359.95,4.03,47.497,0.727,6877199478
SH600559,老白干酒,28.3,0.9,3.28,-10.1,65795847,1785639239,7.5,69.384,0.53,25393234665
SZ300827,上能电气,69.92,2.22,3.28,-13.11,1489500,103253865,8.12,58.231,0,5127485312
SZ300699,光威复材,92,2.91,3.27,3.31,6014964,548619519.66,1.16,79.214,0.543,47688200000
SH603707,健友股份,35.11,1.11,3.26,-0.06,7344278,255483335,0.79,42.62,0.657,32798376314
SZ000813,德展健康,4.45,0.14,3.25,0.45,37818370,165938667.61,1.7,41.895,0,9974594010
SZ002056,横店东磁,17.49,0.55,3.25,15.14,46351687,798615779.32,2.85,33.729,0.849,28746564000
SZ300817,双飞股份,26.55,0.83,3.23,-2.5,2543169,67861025.59,10.06,38.504,0.785,2683249200
SZ300687,赛意信息,30.74,0.96,3.22,34,6047701,184472972.71,4,53.742,0.391,6673562549
SH688309,恒誉环保,30.81,0.96,3.22,-6.15,643564,20049024,3.39,48.982,,2465130684
SH600265,ST景谷,18.89,0.59,3.22,-1.15,159600,2932933,0.12,,0,2451922000
SZ300881,盛德鑫泰,32.2,1,3.21,-6.96,4197924,137913783.07,17.7,52.817,,3220000000
SH601002,晋亿实业,5.48,0.17,3.2,7.66,31768331,174311011,3.74,43.809,0,5212729440
SZ002900,哈三联,9.03,0.28,3.2,-2.38,2804640,25338536.4,0.89,58.844,3.101,2858898452
SZ300636,同和药业,23.95,0.74,3.19,6.3,3500920,82466481,3.21,46.027,0.355,3080447084
SZ000426,兴业矿业,7.43,0.23,3.19,-5.23,15908640,117099715.16,1.08,162.359,0,13650338187
SH601702,华峰铝业,7.13,0.22,3.18,-14.51,21936547,154826820,8.79,30.879,,7119523178
SH603517,绝味食品,84.7,2.6,3.17,9.23,3956209,330371674,0.65,72.909,0.626,51551019867
SZ003015,日久光电,13.69,0.42,3.17,-8.18,6349718,86592626.6,9.04,39.001,0,3847802671
SH601908,京运通,10.81,0.33,3.15,5.05,117029185,1248943727,5.87,42.038,0,21544521348
SZ300438,鹏辉能源,22.61,0.69,3.15,-13.96,21416120,488796884.33,6.76,243.836,0,9485739597
SH688188,柏楚电子,295,8.98,3.14,11.9,411719,119429717,1.67,88.915,,29500000000
SZ002461,珠江啤酒,10.52,0.32,3.14,-1.59,31032949,319389763.53,1.4,42.464,0.951,23284215610
SH600725,ST云维,1.65,0.05,3.13,-3.51,3790140,6247340,0.31,150.705,0,2033575500
SZ002752,昇兴股份,6.27,0.19,3.13,-3.39,11894485,74912015.45,1.43,,0.399,5224041854
SH688599,天合光能,21.76,0.66,3.13,-6,17010809,370418985,5.65,41.195,,45000253920
SZ000673,*ST当代,1.32,0.04,3.13,6.45,6635261,8641939.68,0.84,,0,1044846583
SZ002324,普利特,20.55,0.62,3.11,21.31,13327258,271484387.18,2.7,41.494,0.304,17365817182
SH603866,桃李面包,57,1.72,3.11,-3.55,3655358,205937116,0.54,44.751,1.7,38768704014
SZ300650,太龙照明,17.68,0.53,3.09,6.12,1074600,18622952,1.99,125.356,0.679,1897976288
SH603566,普莱柯,20.77,0.62,3.08,0.19,2626084,54416898,0.82,38.234,0.963,6677471920
SZ300007,汉威科技,15.15,0.45,3.06,-2.63,9007797,135392251.69,3.73,,0.145,4439295511
SZ300251,光线传媒,13.12,0.39,3.06,8.7,27679049,359256536.98,0.99,,0.381,38488942628
SH688069,德林海,73.95,2.19,3.05,15.95,1119200,82143275,8.21,43.784,,4397806500
SZ002126,银轮股份,12.52,0.37,3.05,-9.08,22194210,274728617.26,2.93,29.094,0.639,9917030702
SH600438,通威股份,38.32,1.13,3.04,-0.31,90721944,3442182907,2.12,46.32,0.462,172499326411
SH603108,润达医疗,12.87,0.38,3.04,15.12,9808106,124249276,1.69,29.444,0,7458632284
SZ002843,泰嘉股份,8.8,0.26,3.04,12.1,5905946,51016606.8,2.81,40.401,3.409,1848000000
SH600600,青岛啤酒,90.67,2.67,3.03,-8.78,14667711,1310741050,2.11,55.112,0.601,123690454023
SZ300547,川环科技,9.53,0.28,3.03,-6.29,8920780,86080800,6.16,20.063,2.907,2067115838
SH600409,三友化工,11.93,0.35,3.02,16.39,45766133,550298339,2.22,131.36,1.391,24627688915
SZ002211,宏达新材,5.8,0.17,3.02,-2.85,11414283,67739279.06,3.68,,0,2508359518
SH600792,云煤能源,3.41,0.1,3.02,-17.83,16477702,55345856,1.66,84.075,0,3375639476
SZ002149,西部材料,14.32,0.42,3.02,-21.71,32762058,461487578.43,7.7,107.474,0.698,6091932404
SH605118,力鼎光电,16.01,0.47,3.02,5.68,3058999,48353918,7.46,39.576,,6492055000
SZ300404,博济医药,10.94,0.32,3.01,-1.35,3167967,34373246.9,2.11,121.193,0.07,2479216794
SH688158,优刻得-W,43.78,1.28,3.01,5.19,2853242,125553157,0.91,,,18498458140
SZ002919,名臣健康,39.4,1.15,3.01,3.68,1214956,47692266.74,1.78,97.769,0.254,4812148353
SZ300779,惠城环保,16.8,0.49,3,-4.87,2098079,34462147.48,3.03,65.244,0.595,1680000000
SH603005,晶方科技,88.9,2.58,2.99,38.13,20648897,1774808555,6.42,92.964,0.076,30167749520
SH600117,西宁特钢,3.44,0.1,2.99,-9.23,16164438,55941311,1.55,193.133,0,3595206787
SH603238,诺邦股份,29.81,0.86,2.97,-6.11,1098107,32481385,0.92,16.008,0.814,3685112200
SZ300843,胜蓝股份,28.87,0.83,2.96,-1.37,4243370,122836330.2,11.4,46.874,0,4298743000
SZ002197,证通电子,9.03,0.26,2.96,7.24,14035873,123911657.41,3.23,308.84,0,4651867240
SZ000096,广聚能源,10.08,0.29,2.96,4.02,1310865,13033021.58,0.26,37.961,0.198,5322240000
SZ002743,富煌钢构,6.97,0.2,2.95,6.74,10343672,73070743.88,3.08,25.39,0.599,3033821292
SZ002284,亚太股份,5.95,0.17,2.94,-12.5,21624391,128411582.19,3.15,,0,4388901445
SH600562,国睿科技,17.62,0.5,2.92,3.53,9621425,167604193,1.55,379.887,0.06,21881535141
